UK Share Prices
1.667802134
1.854515041
1.798485856
1.828752896
1.83411057
1.848749537
1.76500762
1.758421023
1.68348145
1.755086222
1.882306697
1.821896615
1.813539291
1.841632461
1.795937246
1.693869736
1.663914515
1.645302496
1.491297564
1.617198043
1.541752233
1.578248864
1.580740794
1.579668277
1.548975721
1.561789679
1.620688299
1.556047929
1.489194994
1.635300986
1.666680992
1.718729518
1.657320274
1.656275045
1.652137579
1.594806754
1.641626047
1.713693358
1.64867708
1.634245311
1.670681847
1.656915804
1.69430714
1.708172477
1.831245224
1.791003411
1.778429916
1.831424102
1.841723284
1.861431939
1.896228992
1.887422448
1.920582952
1.871923919
1.853928359
1.889764912
1.857351505
1.78636569
1.773656289
1.750388139
1.811991322
1.817151023
1.819630004
1.810669322
1.996732834
1.977627717
1.965639768
1.988558392
1.980970283
1.987338313
1.979354549
1.970318416
2.034845329
2.058080735
2.023446999
1.944646857
2.007598338
1.934134487
1.85115298
1.938380112
1.948274703
1.912234554
1.986685763
2.003569039
2.062933504
2.102474352
2.045330786
2.071279835
2.114020103
2.180424431
2.2901125
2.232962419
2.21886936
2.226918648
2.190898631
2.188023955
2.248637461
2.349081076
2.412826087
2.471209469
2.486923356
2.465045824
2.468198078
2.456882558
2.617072168
2.621142573
2.668647452
2.555268645
2.595198785
2.579137395
2.506736007
2.525283158
2.457553743
2.397358458
2.367661652
2.448485398
2.63320856
2.646767572
2.623239821
2.437697026
2.501080468
2.499090552
2.542041541
2.439262164
2.493137631
2.458571888
2.448198388
2.558496848
2.676768803
2.681426048
3.002747875
3.854317112
4.071845472
5.856309338
8.174962093
7.429090709
7.123263855
4.406409738
3.311492029
3.250711011
3.332004758
3.103737765
3.081725441
2.684856573
2.682931083
2.595104885
2.597096172
2.903511829
2.788461462
2.358754066
2.37808306
2.393186936
2.424296167
2.400234193
2.360842507
2.267279915
2.255097218
2.273526196
2.309464682
2.278558809
2.255766143
2.157608618
2.268894348
2.25971039
2.333480096
2.267162286
2.268314999
2.309143815
2.281376731
2.338356118
2.349042505
2.367338334
2.417537331
2.462621678
2.454789373
2.490975974
2.582976758
2.57318751
2.62984961
2.646403069
2.606602284
