DATE,Reconstructed CPI
01-07-1956,27.4
01-08-1956,27.3
01-09-1956,27.4
01-10-1956,27.5
01-11-1956,27.5
01-12-1956,27.6
01-01-1957,27.6
01-02-1957,27.7
01-03-1957,27.8
01-04-1957,27.9
01-05-1957,28
01-06-1957,28.1
01-07-1957,28.3
01-08-1957,28.3
01-09-1957,28.3
01-10-1957,28.3
01-11-1957,28.4
01-12-1957,28.4
01-01-1958,28.6
01-02-1958,28.6
01-03-1958,28.8
01-04-1958,28.9
01-05-1958,28.9
01-06-1958,28.9
01-07-1958,29
01-08-1958,28.9
01-09-1958,28.9
01-10-1958,28.9
01-11-1958,29
01-12-1958,28.9
01-01-1959,29
01-02-1959,28.9
01-03-1959,28.9
01-04-1959,29
01-05-1959,29
01-06-1959,29.1
01-07-1959,29.2
01-08-1959,29.2
01-09-1959,29.3
01-10-1959,29.4
01-11-1959,29.4
01-12-1959,29.4
01-01-1960,29.3
01-02-1960,29.4
01-03-1960,29.4
01-04-1960,29.5
01-05-1960,29.5
01-06-1960,29.6
01-07-1960,29.6
01-08-1960,29.6
01-09-1960,29.6
01-10-1960,29.8
01-11-1960,29.8
01-12-1960,29.8
01-01-1961,29.8
01-02-1961,29.8
01-03-1961,29.8
01-04-1961,29.8
01-05-1961,29.8
01-06-1961,29.8
01-07-1961,30
01-08-1961,29.9
01-09-1961,30
01-10-1961,30
01-11-1961,30
01-12-1961,30
01-01-1962,30
01-02-1962,30.1
01-03-1962,30.1
01-04-1962,30.2
01-05-1962,30.2
01-06-1962,30.2
01-07-1962,30.3
01-08-1962,30.3
01-09-1962,30.4
01-10-1962,30.4
01-11-1962,30.4
01-12-1962,30.4
01-01-1963,30.4
01-02-1963,30.4
01-03-1963,30.5
01-04-1963,30.5
01-05-1963,30.5
01-06-1963,30.6
01-07-1963,30.7
01-08-1963,30.7
01-09-1963,30.7
01-10-1963,30.8
01-11-1963,30.8
01-12-1963,30.9
01-01-1964,30.9
01-02-1964,30.9
01-03-1964,30.9
01-04-1964,30.9
01-05-1964,30.9
01-06-1964,31
01-07-1964,31.1
01-08-1964,31
01-09-1964,31.1
01-10-1964,31.1
01-11-1964,31.2
01-12-1964,31.2
01-01-1965,31.2
01-02-1965,31.2
01-03-1965,31.3
01-04-1965,31.4
01-05-1965,31.4
01-06-1965,31.6
01-07-1965,31.6
01-08-1965,31.6
01-09-1965,31.6
01-10-1965,31.7
01-11-1965,31.7
01-12-1965,31.8
01-01-1966,31.8
01-02-1966,32
01-03-1966,32.1
01-04-1966,32.3
01-05-1966,32.3
01-06-1966,32.4
01-07-1966,32.5
01-08-1966,32.7
01-09-1966,32.7
01-10-1966,32.9
01-11-1966,32.9
01-12-1966,32.9
01-01-1967,32.9
01-02-1967,32.9
01-03-1967,33
01-04-1967,33.1
01-05-1967,33.2
01-06-1967,33.3
01-07-1967,33.4
01-08-1967,33.5
01-09-1967,33.6
01-10-1967,33.7
01-11-1967,33.8
01-12-1967,33.9
01-01-1968,34.1
01-02-1968,34.2
01-03-1968,34.3
01-04-1968,34.4
01-05-1968,34.5
01-06-1968,34.7
01-07-1968,34.9
01-08-1968,35
01-09-1968,35.1
01-10-1968,35.3
01-11-1968,35.4
01-12-1968,35.5
01-01-1969,35.6
01-02-1969,35.8
01-03-1969,36.1
01-04-1969,36.3
01-05-1969,36.4
01-06-1969,36.6
01-07-1969,36.8
01-08-1969,37
01-09-1969,37.1
01-10-1969,37.3
01-11-1969,37.5
01-12-1969,37.7
01-01-1970,37.8
01-02-1970,38
01-03-1970,38.2
01-04-1970,38.5
01-05-1970,38.6
01-06-1970,38.8
01-07-1970,39
01-08-1970,39
01-09-1970,39.2
01-10-1970,39.4
01-11-1970,39.6
01-12-1970,39.8
01-01-1971,39.8
01-02-1971,39.9
01-03-1971,40
01-04-1971,40.1
01-05-1971,40.3
01-06-1971,40.6
01-07-1971,40.7
01-08-1971,40.8
01-09-1971,40.8
01-10-1971,40.9
01-11-1971,40.9
01-12-1971,41.1
01-01-1972,41.1
01-02-1972,41.3
01-03-1972,41.4
01-04-1972,41.5
01-05-1972,41.6
01-06-1972,41.7
01-07-1972,41.9
01-08-1972,42
01-09-1972,42.1
01-10-1972,42.3
01-11-1972,42.4
01-12-1972,42.5
01-01-1973,42.6
01-02-1973,42.9
01-03-1973,43.3
01-04-1973,43.6
01-05-1973,43.9
01-06-1973,44.2
01-07-1973,44.3
01-08-1973,45.1
01-09-1973,45.2
01-10-1973,45.6
01-11-1973,45.9
01-12-1973,46.2
01-01-1974,46.6
01-02-1974,47.2
01-03-1974,47.8
01-04-1974,48
01-05-1974,48.6
01-06-1974,49
01-07-1974,49.4
01-08-1974,50
01-09-1974,50.6
01-10-1974,51.1
01-11-1974,51.5
01-12-1974,51.9
01-01-1975,52.1
01-02-1975,52.5
01-03-1975,52.7
01-04-1975,52.9
01-05-1975,53.2
01-06-1975,53.6
01-07-1975,54.2
01-08-1975,54.3
01-09-1975,54.6
01-10-1975,54.9
01-11-1975,55.3
01-12-1975,55.5
01-01-1976,55.6
01-02-1976,55.8
01-03-1976,55.9
01-04-1976,56.1
01-05-1976,56.5
01-06-1976,56.8
01-07-1976,57.1
01-08-1976,57.4
01-09-1976,57.6
01-10-1976,57.9
01-11-1976,58
01-12-1976,58.2
01-01-1977,58.5
01-02-1977,59.1
01-03-1977,59.5
01-04-1977,60
01-05-1977,60.3
01-06-1977,60.7
01-07-1977,61
01-08-1977,61.2
01-09-1977,61.4
01-10-1977,61.6
01-11-1977,61.9
01-12-1977,62.1
01-01-1978,62.5
01-02-1978,62.9
01-03-1978,63.4
01-04-1978,63.9
01-05-1978,64.5
01-06-1978,65.2
01-07-1978,65.7
01-08-1978,66
01-09-1978,66.5
01-10-1978,67.1
01-11-1978,67.4
01-12-1978,67.7
01-01-1979,68.3
01-02-1979,69.1
01-03-1979,69.8
01-04-1979,70.6
01-05-1979,71.5
01-06-1979,72.3
01-07-1979,73.1
01-08-1979,73.8
01-09-1979,74.6
01-10-1979,75.2
01-11-1979,75.9
01-12-1979,76.7
01-01-1980,77.8
01-02-1980,78.9
01-03-1980,80.1
01-04-1980,81
01-05-1980,81.8
01-06-1980,82.7
01-07-1980,82.7
01-08-1980,83.3
01-09-1980,84
01-10-1980,84.8
01-11-1980,85.5
01-12-1980,86.3
01-01-1981,87
01-02-1981,87.9
01-03-1981,88.5
01-04-1981,89.1
01-05-1981,89.8
01-06-1981,90.6
01-07-1981,91.6
01-08-1981,92.3
01-09-1981,93.2
01-10-1981,93.4
01-11-1981,93.7
01-12-1981,94
01-01-1982,94.3
01-02-1982,94.6
01-03-1982,94.5
01-04-1982,94.9
01-05-1982,95.8
01-06-1982,97
01-07-1982,97.5
01-08-1982,97.7
01-09-1982,97.9
01-10-1982,98.2
01-11-1982,98
01-12-1982,97.6
01-01-1983,97.8
01-02-1983,97.9
01-03-1983,97.9
01-04-1983,98.6
01-05-1983,99.2
01-06-1983,99.5
01-07-1983,99.9
01-08-1983,100.2
01-09-1983,100.7
01-10-1983,101
01-11-1983,101.2
01-12-1983,101.3
01-01-1984,101.9
01-02-1984,102.4
01-03-1984,102.6
01-04-1984,103.1
01-05-1984,103.4
01-06-1984,103.7
01-07-1984,104.1
01-08-1984,104.5
01-09-1984,105
01-10-1984,105.3
01-11-1984,105.3
01-12-1984,105.3
01-01-1985,105.5
01-02-1985,106
01-03-1985,106.4
01-04-1985,106.9
01-05-1985,107.3
01-06-1985,107.6
01-07-1985,107.8
01-08-1985,108
01-09-1985,108.3
01-10-1985,108.7
01-11-1985,109
01-12-1985,109.3
01-01-1986,109.6
01-02-1986,109.3
01-03-1986,108.8
01-04-1986,108.6
01-05-1986,108.9
01-06-1986,109.5
01-07-1986,109.5
01-08-1986,109.7
01-09-1986,110.2
01-10-1986,110.3
01-11-1986,110.4
01-12-1986,110.5
01-01-1987,111.2
01-02-1987,111.6
01-03-1987,112.1
01-04-1987,112.7
01-05-1987,113.1
01-06-1987,113.5
01-07-1987,113.8
01-08-1987,114.4
01-09-1987,115
01-10-1987,115.3
01-11-1987,115.4
01-12-1987,115.4
01-01-1988,115.7
01-02-1988,116
01-03-1988,116.5
01-04-1988,117.1
01-05-1988,117.5
01-06-1988,118
01-07-1988,118.5
01-08-1988,119
01-09-1988,119.8
01-10-1988,120.2
01-11-1988,120.3
01-12-1988,120.5
01-01-1989,121.1
01-02-1989,121.6
01-03-1989,122.3
01-04-1989,123.1
01-05-1989,123.8
01-06-1989,124.1
01-07-1989,124.4
01-08-1989,124.6
01-09-1989,125
01-10-1989,125.6
01-11-1989,125.9
01-12-1989,126.1
01-01-1990,127.4
01-02-1990,128
01-03-1990,128.7
01-04-1990,128.9
01-05-1990,129.2
01-06-1990,129.9
01-07-1990,130.4
01-08-1990,131.6
01-09-1990,132.7
01-10-1990,133.5
01-11-1990,133.8
01-12-1990,133.8
01-01-1991,134.6
01-02-1991,134.8
01-03-1991,135
01-04-1991,135.2
01-05-1991,135.6
01-06-1991,136
01-07-1991,136.2
01-08-1991,136.6
01-09-1991,137.2
01-10-1991,137.4
01-11-1991,137.8
01-12-1991,137.9
01-01-1992,138.1
01-02-1992,138.6
01-03-1992,139.3
01-04-1992,139.5
01-05-1992,139.7
01-06-1992,140.2
01-07-1992,140.5
01-08-1992,140.9
01-09-1992,141.3
01-10-1992,141.8
01-11-1992,142
01-12-1992,141.9
01-01-1993,142.6
01-02-1993,143.1
01-03-1993,143.6
01-04-1993,144
01-05-1993,144.2
01-06-1993,144.4
01-07-1993,144.4
01-08-1993,144.8
01-09-1993,145.1
01-10-1993,145.7
01-11-1993,145.8
01-12-1993,145.8
01-01-1994,146.2
01-02-1994,146.7
01-03-1994,147.2
01-04-1994,147.4
01-05-1994,147.5
01-06-1994,148
01-07-1994,148.4
01-08-1994,149
01-09-1994,149.4
01-10-1994,149.5
01-11-1994,149.7
01-12-1994,149.7
01-01-1995,150.3
01-02-1995,150.9
01-03-1995,151.4
01-04-1995,151.9
01-05-1995,152.2
01-06-1995,152.5
01-07-1995,152.5
01-08-1995,152.9
01-09-1995,153.2
01-10-1995,153.7
01-11-1995,153.6
01-12-1995,153.5
01-01-1996,154.4
01-02-1996,154.9
01-03-1996,155.7
01-04-1996,156.3
01-05-1996,156.6
01-06-1996,156.7
01-07-1996,157
01-08-1996,157.3
01-09-1996,157.8
01-10-1996,158.3
01-11-1996,158.6
01-12-1996,158.6
01-01-1997,159.1
01-02-1997,159.6
01-03-1997,160
01-04-1997,160.2
01-05-1997,160.1
01-06-1997,160.3
01-07-1997,160.5
01-08-1997,160.8
01-09-1997,161.2
01-10-1997,161.6
01-11-1997,161.5
01-12-1997,161.3
01-01-1998,161.6
01-02-1998,161.9
01-03-1998,162.2
01-04-1998,162.5
01-05-1998,162.8
01-06-1998,163
01-07-1998,163.2
01-08-1998,163.4
01-09-1998,163.6
01-10-1998,164
01-11-1998,164
01-12-1998,163.9
01-01-1999,164.3
01-02-1999,164.5
01-03-1999,165
01-04-1999,166.2
01-05-1999,166.2
01-06-1999,166.2
01-07-1999,166.7
01-08-1999,167.1
01-09-1999,167.9
01-10-1999,168.2
01-11-1999,168.3
01-12-1999,168.3
01-01-2000,168.8
01-02-2000,169.8
01-03-2000,171.2
01-04-2000,171.3
01-05-2000,171.5
01-06-2000,172.4
01-07-2000,172.8
01-08-2000,172.8
01-09-2000,173.7
01-10-2000,174
01-11-2000,174.1
01-12-2000,174
01-01-2001,175.1
01-02-2001,175.8
01-03-2001,176.2
01-04-2001,176.9
01-05-2001,177.7
01-06-2001,178
01-07-2001,177.5
01-08-2001,177.5
01-09-2001,178.3
01-10-2001,177.7
01-11-2001,177.4
01-12-2001,176.7
01-01-2002,177.1
01-02-2002,177.8
01-03-2002,178.8
01-04-2002,179.8
01-05-2002,179.8
01-06-2002,179.9
01-07-2002,180.1
01-08-2002,180.7
01-09-2002,181
01-10-2002,181.3
01-11-2002,181.3
01-12-2002,180.9
01-01-2003,181.7
01-02-2003,183.1
01-03-2003,184.2
01-04-2003,183.8
01-05-2003,183.5
01-06-2003,183.7
01-07-2003,183.9
01-08-2003,184.6
01-09-2003,185.2
01-10-2003,185
01-11-2003,184.5
01-12-2003,184.3
01-01-2004,185.2
01-02-2004,186.2
01-03-2004,187.4
01-04-2004,188
01-05-2004,189.1
01-06-2004,189.7
01-07-2004,189.4
01-08-2004,189.5
01-09-2004,189.9
01-10-2004,190.9
01-11-2004,191
01-12-2004,190.3
01-01-2005,190.7
01-02-2005,191.8
01-03-2005,193.3
01-04-2005,194.6
01-05-2005,194.4
01-06-2005,194.5
01-07-2005,195.4
01-08-2005,196.4
01-09-2005,198.8
01-10-2005,199.2
01-11-2005,197.6
01-12-2005,196.8
01-01-2006,198.3
01-02-2006,198.7
01-03-2006,199.8
01-04-2006,201.5
01-05-2006,202.5
01-06-2006,202.9
01-07-2006,203.5
01-08-2006,203.9
01-09-2006,202.9
01-10-2006,201.8
01-11-2006,201.5
01-12-2006,201.8
01-01-2007,202.416
01-02-2007,203.499
01-03-2007,205.352
01-04-2007,206.686
01-05-2007,207.949
01-06-2007,208.352
01-07-2007,208.299
01-08-2007,207.917
01-09-2007,208.49
01-10-2007,208.936
01-11-2007,210.177
01-12-2007,210.036
01-01-2008,211.08
01-02-2008,211.693
01-03-2008,213.528
01-04-2008,214.823
01-05-2008,216.632
01-06-2008,218.815
01-07-2008,219.964
01-08-2008,219.086
01-09-2008,218.783
01-10-2008,216.573
01-11-2008,212.425
01-12-2008,210.228
01-01-2009,211.143
01-02-2009,212.193
01-03-2009,212.709
01-04-2009,213.24
01-05-2009,213.856
01-06-2009,215.693
01-07-2009,215.351
01-08-2009,215.834
01-09-2009,215.969
01-10-2009,216.177
01-11-2009,216.33
01-12-2009,215.949
01-01-2010,216.687
01-02-2010,216.741
01-03-2010,217.631
01-04-2010,218.009
01-05-2010,218.178
01-06-2010,217.965
01-07-2010,218.011
01-08-2010,218.312
01-09-2010,218.439
01-10-2010,218.711
01-11-2010,218.803
01-12-2010,219.179
01-01-2011,220.223
01-02-2011,221.309
01-03-2011,223.467
01-04-2011,224.906
01-05-2011,225.964
01-06-2011,225.722
01-07-2011,225.922
01-08-2011,226.545
01-09-2011,226.889
01-10-2011,226.421
01-11-2011,226.23
01-12-2011,225.672
01-01-2012,226.665
01-02-2012,227.663
01-03-2012,229.392
01-04-2012,230.085
01-05-2012,229.815
01-06-2012,229.478
01-07-2012,229.104
01-08-2012,230.379
01-09-2012,231.407
01-10-2012,231.317
01-11-2012,230.221
01-12-2012,229.601
01-01-2013,230.28
01-02-2013,232.166
01-03-2013,232.773
01-04-2013,232.531
01-05-2013,232.945
01-06-2013,233.504
01-07-2013,233.596
01-08-2013,233.877
01-09-2013,234.149
01-10-2013,233.546
01-11-2013,233.069
01-12-2013,233.049
01-01-2014,233.916
01-02-2014,234.781
01-03-2014,236.293
01-04-2014,237.072
01-05-2014,237.9
01-06-2014,238.343
01-07-2014,238.25
01-08-2014,237.852
01-09-2014,238.031
01-10-2014,237.433
01-11-2014,236.151
01-12-2014,234.812
01-01-2015,233.707
01-02-2015,234.722
01-03-2015,236.119
01-04-2015,236.599
01-05-2015,237.805
01-06-2015,238.638
01-07-2015,238.654
01-08-2015,238.316
01-09-2015,237.945
01-10-2015,237.838
01-11-2015,237.336
01-12-2015,236.525
01-01-2016,236.916
01-02-2016,237.111
01-03-2016,238.132
01-04-2016,239.261
01-05-2016,240.229
01-06-2016,241.018
01-07-2016,240.628
01-08-2016,240.849
01-09-2016,241.428
01-10-2016,241.729
01-11-2016,241.353
01-12-2016,241.432
01-01-2017,242.839
01-02-2017,243.603
01-03-2017,243.801
01-04-2017,244.524
01-05-2017,244.733
01-06-2017,244.955
01-07-2017,244.786
01-08-2017,245.519
01-09-2017,246.819
01-10-2017,246.663
01-11-2017,246.669
01-12-2017,246.524
01-01-2018,247.867
01-02-2018,248.991
01-03-2018,249.554
01-04-2018,250.546
01-05-2018,251.588
01-06-2018,251.989
01-07-2018,252.006
01-08-2018,252.146
